user_id,song_id,event_type,play_count,liked,added_to_playlist,skipped,listen_seconds,timestamp,device,country,artist_id,genre
u00692,s000007,PLAY,17,0,0,0,364,2025-07-30 00:07:19,mobile,US,a00041,classical
u00494,s000011,play,18,0,0,0,224,2025-04-26 07:37:21,mobile,US,a00156,classical
u00745,s000035,play,12,0,0,0,336,2025-02-17 11:03:32,mobile,US,a00108,pop
u00494,s000007,play,18,0,0,0,293,2025-05-17 19:29:29,mobile,US,a00041,classical
u00647,s000368,PLAY,12,0,0,0,268,2025-08-19 13:48:16,mobile,US,a00103,rock
u00000,s000042,like,13,1,0,0,269,2025-05-31 23:48:17,mobile,US,a00156,indie
u00703,s000405,add_to_playlist,17,1,0,0,252,2025-07-22 12:43:20,mobile,US,a00058,latin
u00970,s000380,SKIP,1,0,0,1,8,2025-06-07 00:09:41,mobile,US,a00018,edm
u00481,s000000,play,10,0,0,0,378,2025-08-01 10:16:46,mobile,US,a00178,edm
u00064,s000042,PLAY,17,0,0,0,396,2025-11-26 07:12:31,mobile,US,a00156,indie
u00496,s000027,LIKE,18,1,0,0,385,2025-05-08 02:04:29,mobile,US,a00122,jazz
u00776,s000326,ADD_TO_PLAYLIST,16,1,0,0,296,2025-09-16 06:36:59,mobile,US,a00045,rock
u00132,s000021,PLAY,15,0,0,0,355,2025-08-22 01:15:25,mobile,US,a00032,rock
u00497,s000090,PLAY,11,0,0,0,259,2025-03-18 07:21:50,mobile,US,a00028,hip-hop
u00792,s000011,add_to_playlist,10,1,0,0,198,2025-03-16 09:42:20,mobile,US,a00156,classical
u00963,s000030,ADD_TO_PLAYLIST,16,1,0,0,214,2025-07-03 08:57:13,mobile,US,a00117,indie
u00419,s000033,play,13,0,0,0,273,2025-03-13 02:28:46,mobile,US,a00158,edm
u00107,s000006,LIKE,14,1,0,0,363,2025-12-14 03:13:07,mobile,US,a00199,hip-hop
u00885,s000384,PLAY,1,0,0,0,49,2025-10-30 18:39:54,mobile,US,a00048,rock
u00140,s000193,LIKE,14,1,0,0,188,2025-05-25 01:58:47,mobile,US,a00007,latin
u00377,s000149,PLAY,14,0,0,0,270,2025-03-10 00:43:29,mobile,US,a00155,rock
u00663,s000059,skip,1,0,0,1,29,2025-11-28 15:47:47,mobile,US,a00073,hip-hop
u00969,s000013,like,6,1,0,0,340,2025-04-08 15:48:32,mobile,US,a00154,jazz
u00661,s000039,play,15,0,0,0,317,2025-12-15 17:47:56,mobile,US,a00156,jazz
u00508,s000024,like,6,1,0,0,246,2025-01-24 18:46:20,mobile,US,a00065,latin
u00166,s000031,add_to_playlist,8,1,0,0,397,2025-12-19 07:28:31,mobile,US,a00037,latin
u00166,s000036,add_to_playlist,7,1,0,0,252,2025-01-05 16:02:02,mobile,US,a00179,latin
u00069,s000000,add_to_playlist,16,1,0,0,184,2025-02-17 04:41:56,mobile,US,a00178,edm
u00775,s000049,skip,1,0,0,1,48,2025-08-31 10:22:58,mobile,US,a00094,rock
u00341,s000008,play,7,0,0,0,277,2025-09-28 15:36:19,mobile,US,a00191,hip-hop
u00263,s000032,play,19,0,0,0,226,2025-08-16 13:23:27,mobile,US,a00140,rock
u00617,s000031,PLAY,16,0,0,0,315,2025-09-21 14:30:39,mobile,US,a00037,latin
u00541,s000035,like,12,1,0,0,287,2025-09-23 02:29:40,mobile,US,a00108,pop
u00083,s000009,like,16,1,0,0,217,2025-01-31 06:36:44,mobile,US,a00014,latin
u00653,s000014,PLAY,9,0,0,0,181,2025-12-11 08:31:04,mobile,US,a00163,classical
u00448,s000020,LIKE,11,1,0,0,185,2025-08-26 09:58:02,mobile,US,a00182,indie
u00142,s000100,PLAY,1,0,0,0,16,2025-12-14 13:03:37,mobile,US,a00109,jazz
u00677,s000290,SKIP,1,0,0,1,46,2025-03-03 12:52:21,mobile,US,a00097,rock
u00066,s000006,play,7,0,0,0,245,2025-08-30 19:29:38,mobile,US,a00199,hip-hop
u00465,s000465,SKIP,1,0,0,1,29,2025-05-19 18:54:52,mobile,US,a00012,edm
u00821,s000006,like,10,1,0,0,304,2025-01-12 05:03:36,mobile,US,a00199,hip-hop
u00901,s000090,PLAY,13,0,0,0,258,2025-05-12 22:59:07,mobile,US,a00028,hip-hop
u00011,s000095,SKIP,1,0,0,1,35,2025-04-11 00:02:25,mobile,US,a00000,pop
u00988,s000035,play,6,0,0,0,239,2025-07-01 08:38:54,mobile,US,a00108,pop
u00516,s000018,PLAY,6,0,0,0,338,2025-12-20 18:13:28,mobile,US,a00096,latin
u00982,s000006,add_to_playlist,18,1,0,0,294,2025-07-24 17:02:07,mobile,US,a00199,hip-hop
u00763,s000016,play,16,0,0,0,231,2025-12-29 04:44:19,mobile,US,a00037,pop
u00123,s000177,play,1,0,0,0,56,2025-10-08 06:45:19,mobile,US,a00143,latin
u00482,s000014,play,9,0,0,0,362,2025-08-26 16:44:10,mobile,US,a00163,classical
u00404,s000018,LIKE,12,1,0,0,346,2025-06-08 11:18:36,mobile,US,a00096,latin
u00212,s000492,skip,1,0,0,1,22,2025-06-27 12:01:35,mobile,US,a00157,indie
u00163,s000059,play,8,0,0,0,362,2025-04-20 08:25:33,mobile,US,a00073,hip-hop
u00707,s000111,SKIP,1,0,0,1,44,2025-08-22 22:51:08,mobile,US,a00148,rock
u00435,s000041,skip,1,0,0,1,17,2025-01-30 04:21:19,mobile,US,a00004,pop
u00016,s000008,PLAY,17,0,0,0,276,2025-12-23 17:43:21,mobile,US,a00191,hip-hop
u00955,s000439,LIKE,15,1,0,0,393,2025-08-15 14:35:58,mobile,US,a00187,jazz
u00912,s000010,play,16,0,0,0,372,2025-02-17 12:20:23,mobile,US,a00110,classical
u00844,s000005,play,12,0,0,0,331,2025-02-08 02:48:51,mobile,US,a00178,classical
u00276,s000021,PLAY,19,0,0,0,390,2025-10-01 19:23:07,mobile,US,a00032,rock
u00562,s000020,play,16,0,0,0,260,2025-06-28 20:45:51,mobile,US,a00182,indie
u00359,s000017,play,8,0,0,0,305,2025-12-02 18:11:52,mobile,US,a00184,jazz
u00168,s000118,play,1,0,0,0,54,2025-01-12 14:39:31,mobile,US,a00153,classical
u00651,s000036,LIKE,19,1,0,0,323,2025-01-12 08:44:43,mobile,US,a00179,latin
u00225,s000022,PLAY,13,0,0,0,238,2025-10-18 07:44:57,mobile,US,a00195,pop
u00984,s000031,play,7,0,0,0,353,2025-01-12 07:53:56,mobile,US,a00037,latin
u00994,s000006,PLAY,19,0,0,0,197,2025-04-25 23:57:49,mobile,US,a00199,hip-hop
u00660,s000301,skip,1,0,0,1,11,2025-12-14 03:17:51,mobile,US,a00033,hip-hop
u00202,s000223,add_to_playlist,17,1,0,0,192,2025-12-01 11:44:28,mobile,US,a00095,indie
u00212,s000118,ADD_TO_PLAYLIST,17,1,0,0,201,2025-08-08 05:33:48,mobile,US,a00153,classical
u00352,s000004,PLAY,18,0,0,0,218,2025-04-17 07:15:36,mobile,US,a00134,rock
u00127,s000003,PLAY,5,0,0,0,287,2025-08-10 22:28:19,mobile,US,a00066,rock
u00103,s000376,PLAY,14,0,0,0,328,2025-11-25 14:34:14,mobile,US,a00178,hip-hop
u00730,s000045,LIKE,8,1,0,0,265,2025-07-20 03:47:05,mobile,US,a00075,jazz
u00565,s000461,PLAY,1,0,0,0,38,2025-11-20 07:21:55,mobile,US,a00054,classical
u00586,s000467,add_to_playlist,9,1,0,0,365,2025-06-13 22:49:32,mobile,US,a00017,edm
u00131,s000161,PLAY,9,0,0,0,233,2025-06-09 23:32:36,mobile,US,a00188,classical
u00201,s000009,PLAY,5,0,0,0,298,2025-04-25 04:41:00,mobile,US,a00014,latin
u00525,s000020,LIKE,8,1,0,0,299,2025-08-17 07:34:57,mobile,US,a00182,indie
u00669,s000158,play,1,0,0,0,23,2025-12-02 08:01:49,mobile,US,a00117,hip-hop
u00210,s000020,LIKE,19,1,0,0,279,2025-05-15 04:01:51,mobile,US,a00182,indie
u00684,s000002,PLAY,8,0,0,0,292,2025-03-06 00:46:50,mobile,US,a00133,rock
u00302,s000117,SKIP,1,0,0,1,21,2025-07-17 18:59:31,mobile,US,a00116,classical
u00751,s000011,PLAY,13,0,0,0,269,2025-08-27 01:12:24,mobile,US,a00156,classical
u00499,s000090,like,18,1,0,0,297,2025-05-02 23:27:12,mobile,US,a00028,hip-hop
u00876,s000023,PLAY,7,0,0,0,248,2025-11-15 20:05:56,mobile,US,a00085,pop
u00979,s000073,skip,1,0,0,1,40,2025-05-04 02:35:47,mobile,US,a00110,jazz
u00637,s000001,add_to_playlist,8,1,0,0,249,2025-11-18 19:25:33,mobile,US,a00197,indie
u00827,s000026,like,8,1,0,0,392,2025-04-28 16:12:27,mobile,US,a00004,pop
u00617,s000024,PLAY,18,0,0,0,299,2025-07-19 19:33:35,mobile,US,a00065,latin
u00181,s000053,play,17,0,0,0,363,2025-05-05 20:51:29,mobile,US,a00025,indie
u00249,s000017,PLAY,11,0,0,0,249,2025-11-05 02:58:25,mobile,US,a00184,jazz
u00671,s000107,ADD_TO_PLAYLIST,9,1,0,0,349,2025-11-18 06:40:55,mobile,US,a00054,edm
u00895,s000090,play,7,0,0,0,266,2025-05-21 16:37:43,mobile,US,a00028,hip-hop
u00304,s000095,play,13,0,0,0,340,2025-11-23 10:38:59,mobile,US,a00000,pop
u00894,s000358,LIKE,17,1,0,0,240,2025-07-22 00:54:17,mobile,US,a00189,hip-hop
u00042,s000129,LIKE,18,1,0,0,377,2025-12-02 19:40:57,mobile,US,a00090,pop
u00852,s000005,like,6,1,0,0,323,2025-05-07 01:31:40,mobile,US,a00178,classical
u00678,s000026,PLAY,7,0,0,0,371,2025-09-09 22:52:32,mobile,US,a00004,pop
u00959,s000226,PLAY,18,0,0,0,295,2025-03-29 07:19:19,mobile,US,a00031,indie
u00743,s000213,play,1,0,0,0,18,2025-10-22 14:59:52,mobile,US,a00186,edm
u00679,s000025,skip,1,0,0,1,6,2025-05-29 19:50:21,mobile,US,a00009,edm
u00898,s000096,play,1,0,0,0,39,2025-01-27 08:26:27,mobile,US,a00045,pop
u00790,s000177,PLAY,1,0,0,0,9,2025-02-01 21:17:43,mobile,US,a00143,latin
u00267,s000031,add_to_playlist,9,1,0,0,264,2025-04-12 21:20:08,mobile,US,a00037,latin
u00558,s000182,PLAY,8,0,0,0,377,2025-07-31 20:22:30,mobile,US,a00077,latin
u00847,s000258,SKIP,1,0,0,1,47,2025-01-05 07:13:36,mobile,US,a00118,latin
u00219,s000042,like,15,1,0,0,280,2025-10-22 10:26:13,mobile,US,a00156,indie
u00365,s000113,LIKE,11,1,0,0,195,2025-02-18 21:55:56,mobile,US,a00052,indie
u00886,s000224,play,10,0,0,0,238,2025-08-27 08:40:58,mobile,US,a00087,rock
u00836,s000013,add_to_playlist,14,1,0,0,305,2025-08-23 00:08:02,mobile,US,a00154,jazz
u00700,s000022,PLAY,16,0,0,0,351,2025-05-23 02:19:45,mobile,US,a00195,pop
u00942,s000018,ADD_TO_PLAYLIST,16,1,0,0,399,2025-04-17 23:57:35,mobile,US,a00096,latin
u00276,s000002,play,8,0,0,0,213,2025-09-08 11:08:30,mobile,US,a00133,rock
u00337,s000013,ADD_TO_PLAYLIST,15,1,0,0,273,2025-03-08 02:19:14,mobile,US,a00154,jazz
u00288,s000003,PLAY,12,0,0,0,335,2025-06-02 14:03:49,mobile,US,a00066,rock
u00200,s000423,PLAY,19,0,0,0,246,2025-08-29 17:02:16,mobile,US,a00136,indie
u00814,s000059,ADD_TO_PLAYLIST,9,1,0,0,225,2025-09-15 00:27:15,mobile,US,a00073,hip-hop
u00459,s000463,LIKE,6,1,0,0,294,2025-11-28 13:24:10,mobile,US,a00033,jazz
u00218,s000031,play,18,0,0,0,214,2025-09-30 09:06:06,mobile,US,a00037,latin
u00845,s000007,ADD_TO_PLAYLIST,10,1,0,0,355,2025-07-20 03:35:09,mobile,US,a00041,classical
u00946,s000274,SKIP,1,0,0,1,24,2025-07-26 15:29:17,mobile,US,a00058,indie
u00062,s000005,play,19,0,0,0,321,2025-06-02 02:23:48,mobile,US,a00178,classical
u00828,s000001,play,12,0,0,0,231,2025-08-18 00:56:42,mobile,US,a00197,indie
u00820,s000001,PLAY,8,0,0,0,399,2025-07-06 00:35:52,mobile,US,a00197,indie
u00636,s000402,like,18,1,0,0,292,2025-12-30 06:17:47,mobile,US,a00088,rock
u00034,s000140,PLAY,8,0,0,0,280,2025-10-04 06:56:32,mobile,US,a00179,edm
u00200,s000323,SKIP,1,0,0,1,38,2025-03-14 13:40:16,mobile,US,a00153,edm
u00007,s000011,add_to_playlist,18,1,0,0,226,2025-08-31 11:54:58,mobile,US,a00156,classical
u00025,s000033,LIKE,8,1,0,0,336,2025-08-15 05:59:18,mobile,US,a00158,edm
u00454,s000011,play,10,0,0,0,373,2025-07-26 03:43:22,mobile,US,a00156,classical
u00950,s000071,SKIP,1,0,0,1,10,2025-05-26 04:55:45,mobile,US,a00103,pop
u00912,s000010,PLAY,16,0,0,0,285,2025-06-10 04:00:28,mobile,US,a00110,classical
u00620,s000059,PLAY,8,0,0,0,235,2025-10-14 04:57:32,mobile,US,a00073,hip-hop
u00997,s000368,PLAY,1,0,0,0,47,2025-07-01 20:11:12,mobile,US,a00103,rock
u00601,s000018,PLAY,18,0,0,0,188,2025-06-14 15:43:44,mobile,US,a00096,latin
u00552,s000276,PLAY,1,0,0,0,43,2025-11-06 17:32:22,mobile,US,a00113,rock
u00396,s000024,play,18,0,0,0,224,2025-06-13 22:26:26,mobile,US,a00065,latin
u00331,s000444,SKIP,1,0,0,1,16,2025-06-22 21:16:28,mobile,US,a00170,jazz
u00601,s000249,SKIP,1,0,0,1,29,2025-07-31 18:49:58,mobile,US,a00081,hip-hop
u00669,s000037,like,6,1,0,0,247,2025-06-04 16:10:38,mobile,US,a00183,indie
u00419,s000025,like,5,1,0,0,255,2025-06-09 12:14:06,mobile,US,a00009,edm
u00040,s000446,skip,1,0,0,1,14,2025-09-03 16:31:08,mobile,US,a00182,latin
u00265,s000016,LIKE,16,1,0,0,182,2025-06-17 13:39:38,mobile,US,a00037,pop
u00628,s000165,skip,1,0,0,1,34,2025-07-13 13:51:12,mobile,US,a00000,pop
u00936,s000000,PLAY,19,0,0,0,397,2025-06-15 18:58:05,mobile,US,a00178,edm
u00048,s000000,PLAY,9,0,0,0,361,2025-09-29 10:27:47,mobile,US,a00178,edm
u00610,s000007,like,16,1,0,0,277,2025-08-28 03:34:26,mobile,US,a00041,classical
u00155,s000156,play,14,0,0,0,236,2025-04-27 18:44:11,mobile,US,a00176,pop
u00928,s000025,PLAY,8,0,0,0,344,2025-04-16 18:09:04,mobile,US,a00009,edm
u00558,s000031,play,7,0,0,0,350,2025-05-13 02:50:02,mobile,US,a00037,latin
u00125,s000036,LIKE,8,1,0,0,363,2025-02-13 13:50:56,mobile,US,a00179,latin
u00030,s000014,PLAY,12,0,0,0,366,2025-05-28 23:09:32,mobile,US,a00163,classical
u00771,s000010,play,14,0,0,0,230,2025-11-05 21:08:10,mobile,US,a00110,classical
u00124,s000014,add_to_playlist,9,1,0,0,349,2025-09-19 07:09:22,mobile,US,a00163,classical
u00086,s000494,ADD_TO_PLAYLIST,17,1,0,0,238,2025-11-28 12:54:11,mobile,US,a00145,edm
u00912,s000011,ADD_TO_PLAYLIST,13,1,0,0,228,2025-08-01 11:37:16,mobile,US,a00156,classical
u00853,s000027,play,17,0,0,0,230,2025-11-20 15:18:05,mobile,US,a00122,jazz
u00382,s000398,LIKE,5,1,0,0,271,2025-11-22 06:59:46,mobile,US,a00117,hip-hop
u00908,s000030,ADD_TO_PLAYLIST,7,1,0,0,261,2025-12-08 21:00:40,mobile,US,a00117,indie
u00663,s000033,PLAY,9,0,0,0,324,2025-02-04 10:33:25,mobile,US,a00158,edm
u00658,s000008,LIKE,17,1,0,0,226,2025-10-08 23:30:28,mobile,US,a00191,hip-hop
u00757,s000013,like,13,1,0,0,225,2025-02-12 15:18:29,mobile,US,a00154,jazz
u00528,s000153,ADD_TO_PLAYLIST,16,1,0,0,231,2025-05-19 21:24:14,mobile,US,a00080,pop
u00694,s000016,LIKE,11,1,0,0,322,2025-08-21 06:10:07,mobile,US,a00037,pop
u00760,s000183,PLAY,16,0,0,0,358,2025-09-29 21:04:46,mobile,US,a00114,hip-hop
u00771,s000162,play,1,0,0,0,13,2025-06-07 11:23:24,mobile,US,a00103,pop
u00848,s000030,play,7,0,0,0,366,2025-05-19 08:17:50,mobile,US,a00117,indie
u00493,s000145,LIKE,15,1,0,0,246,2025-03-22 15:52:09,mobile,US,a00028,edm
u00319,s000012,PLAY,7,0,0,0,363,2025-08-04 07:42:21,mobile,US,a00032,edm
u00302,s000369,skip,1,0,0,1,53,2025-04-26 04:57:01,mobile,US,a00041,pop
u00646,s000014,LIKE,9,1,0,0,320,2025-06-13 22:24:04,mobile,US,a00163,classical
u00187,s000274,like,19,1,0,0,283,2025-08-07 16:47:29,mobile,US,a00058,indie
u00941,s000010,PLAY,7,0,0,0,321,2025-04-29 02:06:36,mobile,US,a00110,classical
u00991,s000387,PLAY,12,0,0,0,324,2025-09-29 01:44:09,mobile,US,a00073,hip-hop
u00379,s000003,like,12,1,0,0,290,2025-07-20 02:55:29,mobile,US,a00066,rock
u00294,s000023,PLAY,11,0,0,0,232,2025-04-15 15:53:52,mobile,US,a00085,pop
u00232,s000059,play,13,0,0,0,204,2025-10-18 15:14:24,mobile,US,a00073,hip-hop
u00182,s000012,ADD_TO_PLAYLIST,10,1,0,0,231,2025-05-22 05:24:01,mobile,US,a00032,edm
u00013,s000045,ADD_TO_PLAYLIST,10,1,0,0,209,2025-04-22 21:29:48,mobile,US,a00075,jazz
u00058,s000017,play,6,0,0,0,306,2025-11-18 00:22:35,mobile,US,a00184,jazz
u00560,s000008,ADD_TO_PLAYLIST,6,1,0,0,275,2025-09-11 14:36:00,mobile,US,a00191,hip-hop
u00342,s000045,add_to_playlist,17,1,0,0,335,2025-02-12 16:43:44,mobile,US,a00075,jazz
u00618,s000340,LIKE,6,1,0,0,322,2025-01-26 07:52:50,mobile,US,a00039,indie
u00176,s000400,play,14,0,0,0,394,2025-08-29 09:55:44,mobile,US,a00199,jazz
u00827,s000089,PLAY,9,0,0,0,328,2025-06-05 01:59:00,mobile,US,a00050,pop
u00928,s000025,like,18,1,0,0,380,2025-01-29 12:38:42,mobile,US,a00009,edm
u00722,s000090,PLAY,11,0,0,0,207,2025-12-25 19:05:06,mobile,US,a00028,hip-hop
u00302,s000027,PLAY,16,0,0,0,378,2025-05-02 09:20:17,mobile,US,a00122,jazz
u00740,s000030,LIKE,13,1,0,0,252,2025-07-15 13:16:37,mobile,US,a00117,indie
u00951,s000288,like,6,1,0,0,316,2025-06-09 04:26:46,mobile,US,a00028,hip-hop
u00803,s000021,play,16,0,0,0,233,2025-12-25 17:25:40,mobile,US,a00032,rock
u00251,s000002,play,14,0,0,0,232,2025-01-28 01:32:57,mobile,US,a00133,rock
u00557,s000012,play,8,0,0,0,321,2025-02-03 15:47:36,mobile,US,a00032,edm
u00386,s000039,PLAY,15,0,0,0,332,2025-06-19 09:02:51,mobile,US,a00156,jazz
u00857,s000039,play,5,0,0,0,283,2025-10-04 17:45:47,mobile,US,a00156,jazz
u00794,s000002,play,10,0,0,0,314,2025-07-31 01:48:36,mobile,US,a00133,rock
u00664,s000021,LIKE,16,1,0,0,195,2025-12-02 21:49:40,mobile,US,a00032,rock
u00483,s000360,PLAY,15,0,0,0,187,2025-12-11 22:06:16,mobile,US,a00153,edm
u00503,s000031,add_to_playlist,17,1,0,0,336,2025-08-20 04:42:52,mobile,US,a00037,latin
u00078,s000037,ADD_TO_PLAYLIST,13,1,0,0,298,2025-12-12 15:08:15,mobile,US,a00183,indie
u00979,s000213,ADD_TO_PLAYLIST,5,1,0,0,238,2025-05-07 14:46:30,mobile,US,a00186,edm
u00361,s000024,skip,1,0,0,1,49,2025-09-11 01:35:08,mobile,US,a00065,latin
u00692,s000166,LIKE,5,1,0,0,228,2025-03-11 17:24:53,mobile,US,a00140,classical
u00215,s000005,like,14,1,0,0,293,2025-10-22 08:58:27,mobile,US,a00178,classical
u00360,s000008,play,6,0,0,0,194,2025-07-06 20:18:01,mobile,US,a00191,hip-hop
u00276,s000389,play,10,0,0,0,369,2025-01-31 20:12:29,mobile,US,a00054,rock
u00908,s000042,PLAY,17,0,0,0,287,2025-08-19 03:50:07,mobile,US,a00156,indie
u00330,s000187,LIKE,13,1,0,0,195,2025-10-28 16:08:27,mobile,US,a00113,rock
u00559,s000425,like,15,1,0,0,280,2025-07-29 19:13:26,mobile,US,a00175,edm
u00310,s000031,add_to_playlist,17,1,0,0,238,2025-05-30 01:32:00,mobile,US,a00037,latin
u00618,s000263,add_to_playlist,17,1,0,0,285,2025-09-22 01:58:59,mobile,US,a00165,indie
u00494,s000005,PLAY,12,0,0,0,265,2025-03-16 15:43:39,mobile,US,a00178,classical
u00136,s000035,play,1,0,0,0,32,2025-03-19 02:38:34,mobile,US,a00108,pop
u00980,s000008,like,15,1,0,0,201,2025-10-12 22:51:36,mobile,US,a00191,hip-hop
u00348,s000018,ADD_TO_PLAYLIST,10,1,0,0,334,2025-05-04 15:55:44,mobile,US,a00096,latin
u00671,s000015,PLAY,9,0,0,0,273,2025-10-07 04:15:44,mobile,US,a00156,edm
u00358,s000003,ADD_TO_PLAYLIST,17,1,0,0,391,2025-03-18 14:57:21,mobile,US,a00066,rock
u00323,s000256,PLAY,1,0,0,0,49,2025-07-22 21:38:30,mobile,US,a00129,edm
u00265,s000040,play,1,0,0,0,5,2025-03-03 01:57:00,mobile,US,a00135,classical
u00936,s000196,skip,1,0,0,1,55,2025-10-27 13:12:43,mobile,US,a00102,pop
u00281,s000108,PLAY,1,0,0,0,51,2025-04-15 08:51:37,mobile,US,a00114,edm
u00551,s000288,play,19,0,0,0,295,2025-09-21 21:58:31,mobile,US,a00028,hip-hop
u00552,s000011,like,15,1,0,0,247,2025-08-12 12:36:50,mobile,US,a00156,classical
u00420,s000023,ADD_TO_PLAYLIST,17,1,0,0,343,2025-10-01 07:09:11,mobile,US,a00085,pop
u00535,s000000,play,9,0,0,0,295,2025-11-11 05:21:08,mobile,US,a00178,edm
u00862,s000414,like,16,1,0,0,233,2025-08-06 15:28:56,mobile,US,a00144,pop
u00649,s000014,play,7,0,0,0,307,2025-05-19 07:24:30,mobile,US,a00163,classical
