user_id,song_id,score,rank,artist_id,genre
u00524,s000286,0.3749240040779114,7,a00153,pop
u00524,s000265,0.3727221190929413,8,a00052,jazz
u00524,s000016,0.3615071773529053,9,a00037,pop
u00524,s000253,0.35641562938690186,10,a00196,pop
u00674,s000006,0.6507116556167603,1,a00199,hip-hop
u00674,s000385,0.4750702977180481,2,a00188,hip-hop
u00674,s000376,0.4570743441581726,3,a00178,hip-hop
u00674,s000288,0.3827827572822571,4,a00028,hip-hop
u00674,s000356,0.33434709906578064,5,a00147,hip-hop
u00674,s000358,0.33346623182296753,6,a00189,hip-hop
u00674,s000152,0.33343347907066345,7,a00198,hip-hop
u00674,s000320,0.31557661294937134,8,a00137,latin
u00674,s000159,0.2938745617866516,9,a00085,hip-hop
u00674,s000158,0.2829734981060028,10,a00117,hip-hop
u00036,s000301,0.5480470657348633,1,a00033,hip-hop
u00036,s000385,0.5355779528617859,2,a00188,hip-hop
u00036,s000398,0.5210472345352173,3,a00117,hip-hop
u00036,s000008,0.5167338848114014,4,a00191,hip-hop
u00036,s000059,0.43919360637664795,5,a00073,hip-hop
u00036,s000468,0.41182202100753784,6,a00159,hip-hop
u00036,s000126,0.40473100543022156,7,a00129,hip-hop
u00036,s000334,0.3969228267669678,8,a00035,hip-hop
u00036,s000433,0.39394688606262207,9,a00102,hip-hop
u00036,s000449,0.3505733013153076,10,a00014,hip-hop
u00917,s000309,0.5644224882125854,1,a00105,hip-hop
u00917,s000090,0.5404387712478638,2,a00028,hip-hop
u00917,s000350,0.5361859202384949,3,a00151,hip-hop
u00917,s000381,0.5247546434402466,4,a00100,hip-hop
u00917,s000358,0.48756492137908936,5,a00189,hip-hop
u00917,s000183,0.4109346866607666,6,a00114,hip-hop
u00917,s000158,0.3872511088848114,7,a00117,hip-hop
u00917,s000387,0.38521087169647217,8,a00073,hip-hop
u00917,s000355,0.37863466143608093,9,a00035,hip-hop
u00917,s000144,0.37801289558410645,10,a00176,hip-hop
u00284,s000330,0.46839839220046997,1,a00106,edm
u00284,s000040,0.4655418395996094,2,a00135,classical
u00284,s000433,0.41591864824295044,3,a00102,hip-hop
u00284,s000294,0.41222265362739563,4,a00145,hip-hop
u00284,s000399,0.3833222985267639,5,a00197,classical
u00284,s000336,0.37346431612968445,6,a00025,jazz
u00284,s000497,0.37214261293411255,7,a00152,latin
u00284,s000008,0.35920441150665283,8,a00191,hip-hop
u00284,s000141,0.3292902112007141,9,a00197,rock
u00284,s000385,0.3236764967441559,10,a00188,hip-hop
u00878,s000011,0.7703860998153687,1,a00156,classical
u00878,s000499,0.6078729629516602,2,a00192,indie
u00878,s000014,0.5854381322860718,3,a00163,classical
u00878,s000299,0.48054662346839905,4,a00040,pop
u00878,s000232,0.4553164839744568,5,a00181,classical
u00878,s000204,0.41735219955444336,6,a00054,classical
u00878,s000266,0.4058619737625122,7,a00171,indie
u00878,s000164,0.379634827375412,8,a00070,classical
u00878,s000218,0.35659176111221313,9,a00096,classical
u00878,s000146,0.34939634799957275,10,a00062,indie
u00976,s000438,0.5521679520606995,1,a00107,latin
u00976,s000181,0.47381964325904846,2,a00000,latin
u00976,s000070,0.45305970311164856,3,a00140,classical
u00976,s000158,0.43997448682785034,4,a00117,hip-hop
u00976,s000231,0.4293605387210846,5,a00164,latin
u00976,s000153,0.4007140100002289,6,a00080,pop
u00976,s000160,0.3658342957496643,7,a00062,latin
u00976,s000452,0.36512869596481323,8,a00092,latin
u00976,s000092,0.36345523595809937,9,a00040,latin
u00976,s000450,0.3621703088283539,10,a00119,latin
u00686,s000012,0.5772346258163452,1,a00032,edm
u00686,s000033,0.5566700100898743,2,a00158,edm
u00686,s000467,0.5064952969551086,3,a00017,edm
u00686,s000076,0.47770461440086365,4,a00170,edm
u00686,s000303,0.4620182514190674,5,a00164,edm
u00686,s000158,0.43541887402534485,6,a00117,hip-hop
u00686,s000488,0.36455219984054565,7,a00002,rock
u00686,s000440,0.3491261601448059,8,a00044,rock
u00686,s000264,0.336758553981781,9,a00136,edm
u00686,s000275,0.32760676741600037,10,a00127,latin
u00302,s000273,0.6260721683502197,1,a00119,jazz
u00302,s000480,0.513368546962738,2,a00009,jazz
u00302,s000373,0.4715120792388916,3,a00130,pop
u00302,s000464,0.43185874819755554,4,a00157,jazz
u00302,s000094,0.4286549687385559,5,a00150,pop
u00302,s000401,0.3895564377307892,6,a00024,jazz
u00302,s000050,0.36021655797958374,7,a00114,pop
u00302,s000130,0.3483889698982239,8,a00016,pop
u00302,s000099,0.3374820351600647,9,a00089,jazz
u00302,s000151,0.32455891370773315,10,a00048,classical
u00526,s000121,0.8996661901473999,1,a00062,jazz
u00526,s000198,0.6536966562271118,2,a00031,jazz
u00526,s000401,0.5659019351005554,3,a00024,jazz
u00526,s000039,0.5195599794387817,4,a00156,jazz
u00526,s000188,0.4578968286514282,5,a00165,jazz
u00526,s000346,0.43513333797454834,6,a00053,jazz
u00526,s000257,0.4302428960800171,7,a00194,jazz
u00526,s000366,0.3614996373653412,8,a00060,jazz
u00526,s000259,0.3300131559371948,9,a00139,jazz
u00526,s000310,0.3246014714241028,10,a00085,jazz
u00026,s000356,0.593762218952179,1,a00147,hip-hop
u00026,s000015,0.5701606869697571,2,a00156,edm
u00026,s000012,0.46579158306121826,3,a00032,edm
u00026,s000287,0.4563888609409332,4,a00185,edm
u00026,s000279,0.43395674228668213,5,a00008,hip-hop
u00026,s000177,0.40681564807891846,6,a00143,latin
u00026,s000348,0.3925710916519165,7,a00054,latin
u00026,s000484,0.37698128819465637,8,a00083,indie
u00026,s000102,0.3700864911079407,9,a00181,hip-hop
u00026,s000225,0.35948073863983154,10,a00077,edm
u00535,s000025,0.6486136317253113,1,a00009,edm
u00535,s000033,0.4928649067878723,2,a00158,edm
u00535,s000129,0.4024864137172699,3,a00090,pop
u00535,s000363,0.3761293888092041,4,a00039,edm
u00535,s000110,0.36301952600479126,5,a00142,rock
u00535,s000377,0.349401593208313,6,a00101,classical
u00535,s000360,0.34775522351264954,7,a00153,edm
u00535,s000086,0.33243757486343384,8,a00030,rock
u00535,s000167,0.27834951877593994,9,a00178,edm
u00535,s000395,0.274020254611969,10,a00007,edm
u00454,s000010,0.8832385540008545,1,a00110,classical
u00454,s000019,0.6951169371604919,2,a00154,classical
u00454,s000418,0.6424587965011597,3,a00134,classical
u00454,s000066,0.5063629150390625,4,a00089,classical
u00454,s000294,0.4571288824081421,5,a00145,hip-hop
u00454,s000377,0.43668031692504883,6,a00101,classical
u00454,s000478,0.42823827266693115,7,a00183,edm
u00454,s000063,0.38216477632522583,8,a00199,classical
u00454,s000040,0.3779628276824951,9,a00135,classical
u00454,s000384,0.3754228949546814,10,a00048,rock
u00500,s000037,0.7626699805259705,1,a00183,indie
u00500,s000266,0.6815436482429504,2,a00171,indie
u00500,s000332,0.5212048888206482,3,a00050,indie
u00500,s000423,0.5171045660972595,4,a00136,indie
u00500,s000359,0.46790066361427307,5,a00108,indie
u00500,s000146,0.46711036562919617,6,a00062,indie
u00500,s000347,0.4450266361236572,7,a00097,indie
u00500,s000224,0.43081429600715637,8,a00087,rock
u00500,s000091,0.4001467823982239,9,a00039,indie
u00500,s000434,0.35207852721214294,10,a00016,hip-hop
u00319,s000025,0.5790746212005615,1,a00009,edm
u00319,s000365,0.5138647556304932,2,a00128,edm
u00319,s000453,0.5007779598236084,3,a00152,jazz
u00319,s000338,0.4960203468799591,4,a00148,edm
u00319,s000339,0.49063751101493835,5,a00010,edm
u00319,s000361,0.4660727083683014,6,a00193,edm
u00319,s000494,0.4386264681816101,7,a00145,edm
u00319,s000140,0.42560333013534546,8,a00179,edm
u00319,s000207,0.4254263937473297,9,a00134,edm
u00319,s000098,0.4082840085029602,10,a00148,edm
u00424,s000024,0.494020015001297,1,a00065,latin
u00424,s000333,0.43579936027526855,2,a00180,latin
u00424,s000348,0.4285084307193756,3,a00054,latin
u00424,s000447,0.42308828234672546,4,a00107,latin
u00424,s000307,0.38490885496139526,5,a00086,latin
u00424,s000394,0.36783725023269653,6,a00082,classical
u00424,s000475,0.33379417657852173,7,a00061,latin
u00424,s000177,0.31936511397361755,8,a00143,latin
u00424,s000142,0.29818296432495117,9,a00087,latin
u00424,s000372,0.27743592858314514,10,a00034,latin
u00309,s000033,0.837848424911499,1,a00158,edm
u00309,s000494,0.5814269185066223,2,a00145,edm
u00309,s000146,0.5491514205932617,3,a00062,indie
u00309,s000058,0.5260443091392517,4,a00010,edm
u00309,s000044,0.47839808464050293,5,a00067,edm
u00309,s000329,0.4751856029033661,6,a00053,classical
u00309,s000264,0.4665681719779968,7,a00136,edm
u00309,s000314,0.44566139578819275,8,a00133,edm
u00309,s000225,0.4059063494205475,9,a00077,edm
u00309,s000213,0.4004032015800476,10,a00186,edm
u00744,s000121,0.6990461349487305,1,a00062,jazz
u00744,s000172,0.5400623083114624,2,a00157,jazz
u00744,s000382,0.48850518465042114,3,a00043,jazz
u00744,s000398,0.4854101538658142,4,a00117,hip-hop
u00744,s000310,0.4647666811943054,5,a00085,jazz
u00744,s000198,0.42970573902130127,6,a00031,jazz
u00744,s000464,0.40455636382102966,7,a00157,jazz
u00744,s000346,0.39676421880722046,8,a00053,jazz
u00744,s000079,0.3934999406337738,9,a00132,rock
u00744,s000411,0.37424397468566895,10,a00009,pop
u00685,s000128,0.7388424277305603,1,a00161,edm
u00685,s000365,0.6223248243331909,2,a00128,edm
u00685,s000360,0.6103168725967407,3,a00153,edm
u00685,s000494,0.48453083634376526,4,a00145,edm
u00685,s000209,0.4725419878959656,5,a00007,classical
u00685,s000012,0.4417218863964081,6,a00032,edm
u00685,s000353,0.38106024265289307,7,a00055,edm
u00685,s000226,0.3612518310546875,8,a00031,indie
u00685,s000454,0.35724949836730957,9,a00140,rock
u00685,s000140,0.3454447090625763,10,a00179,edm
u00839,s000418,0.513636589050293,1,a00134,classical
u00839,s000028,0.49679455161094666,2,a00073,classical
u00839,s000477,0.4860672950744629,3,a00015,latin
u00839,s000014,0.47569891810417175,4,a00163,classical
u00839,s000005,0.44079867005348206,5,a00178,classical
u00839,s000007,0.4272178113460541,6,a00041,classical
u00839,s000328,0.41579675674438477,7,a00129,edm
u00839,s000402,0.41277000308036804,8,a00088,rock
u00839,s000278,0.40717172622680664,9,a00013,classical
u00839,s000468,0.4014543294906616,10,a00159,hip-hop
u00899,s000013,0.7447327375411987,1,a00154,jazz
u00899,s000039,0.6374627351760864,2,a00156,jazz
u00899,s000324,0.5464267134666443,3,a00189,classical
u00899,s000148,0.4964437484741211,4,a00153,jazz
u00899,s000427,0.4938199818134308,5,a00058,jazz
u00899,s000422,0.47452470660209656,6,a00006,jazz
u00899,s000309,0.42751526832580566,7,a00105,hip-hop
u00899,s000275,0.4214784801006317,8,a00127,latin
u00899,s000374,0.40492066740989685,9,a00107,jazz
u00899,s000089,0.3992290496826172,10,a00050,pop
u00977,s000450,0.31106263399124146,1,a00119,latin
u00977,s000405,0.30415549874305725,2,a00058,latin
u00977,s000245,0.28844118118286133,3,a00146,latin
u00977,s000392,0.26690080761909485,4,a00061,latin
u00977,s000186,0.26581066846847534,5,a00112,latin
u00977,s000237,0.2637403905391693,6,a00073,latin
u00977,s000142,0.25478875637054443,7,a00087,latin
u00977,s000447,0.25302934646606445,8,a00107,latin
u00977,s000112,0.24528521299362183,9,a00174,latin
u00977,s000452,0.23931872844696045,10,a00092,latin
u00355,s000448,0.5865551233291626,1,a00038,edm
u00355,s000440,0.5792597532272339,2,a00044,rock
u00355,s000243,0.5053856372833252,3,a00111,indie
u00355,s000084,0.48328232765197754,4,a00105,edm
u00355,s000091,0.4604150950908661,5,a00039,indie
u00355,s000136,0.44198161363601685,6,a00181,indie
u00355,s000277,0.4048336148262024,7,a00114,indie
u00355,s000178,0.40334242582321167,8,a00167,indie
u00355,s000414,0.36791878938674927,9,a00144,pop
u00355,s000285,0.3647981882095337,10,a00003,edm
u00722,s000381,0.7480276226997375,1,a00100,hip-hop
u00722,s000433,0.710995614528656,2,a00102,hip-hop
u00722,s000468,0.6426435708999634,3,a00159,hip-hop
u00722,s000358,0.637946367263794,4,a00189,hip-hop
u00722,s000152,0.5449811220169067,5,a00198,hip-hop
u00722,s000189,0.4809478521347046,6,a00178,latin
u00722,s000457,0.4651789367198944,7,a00169,hip-hop
u00722,s000220,0.41174715757369995,8,a00007,rock
u00722,s000159,0.373692125082016,9,a00085,hip-hop
u00722,s000318,0.3689159154891968,10,a00052,pop
u00092,s000493,0.6120375990867615,1,a00067,pop
u00092,s000435,0.5655937790870667,2,a00013,pop
u00092,s000131,0.489849716424942,3,a00127,pop
u00092,s000214,0.44844186305999756,4,a00071,pop
u00092,s000129,0.4148637354373932,5,a00090,pop
u00092,s000473,0.3936946988105774,6,a00028,pop
u00092,s000286,0.3852763772010803,7,a00153,pop
u00092,s000153,0.36247605085372925,8,a00080,pop
u00092,s000411,0.3610396981239319,9,a00009,pop
u00092,s000398,0.3490443825721741,10,a00117,hip-hop
u00403,s000002,0.516944944858551,1,a00133,rock
u00403,s000386,0.4780500829219818,2,a00016,rock
u00403,s000276,0.38610461354255676,3,a00113,rock
u00403,s000047,0.37815791368484497,4,a00129,rock
u00403,s000232,0.36233508586883545,5,a00181,classical
u00403,s000368,0.3565250635147095,6,a00103,rock
u00403,s000053,0.3521856665611267,7,a00025,indie
u00403,s000297,0.3477668762207031,8,a00041,rock
u00403,s000055,0.3064829707145691,9,a00026,classical
u00403,s000146,0.3004899322986603,10,a00062,indie
u00419,s000287,0.5310665369033813,1,a00185,edm
u00419,s000085,0.47074663639068604,2,a00091,rock
u00419,s000314,0.44609302282333374,3,a00133,edm
u00419,s000000,0.4334390163421631,4,a00178,edm
u00419,s000167,0.42578238248825073,5,a00178,edm
u00419,s000407,0.4179549813270569,6,a00108,classical
u00419,s000353,0.3538726270198822,7,a00055,edm
u00419,s000467,0.3235468566417694,8,a00017,edm
u00419,s000484,0.3155503273010254,9,a00083,indie
u00419,s000142,0.30920422077178955,10,a00087,latin
u00754,s000295,0.6970329284667969,1,a00127,pop
u00754,s000080,0.547694742679596,2,a00119,jazz
u00754,s000022,0.4358646869659424,3,a00195,pop
u00754,s000023,0.4035292863845825,4,a00085,pop
u00754,s000235,0.3901594281196594,5,a00175,hip-hop
u00754,s000223,0.3698427677154541,6,a00095,indie
u00754,s000026,0.36744922399520874,7,a00004,pop
u00754,s000234,0.3598681688308716,8,a00054,pop
u00754,s000158,0.3553934395313263,9,a00117,hip-hop
u00754,s000248,0.3319370746612549,10,a00187,pop
u00866,s000005,0.691978394985199,1,a00178,classical
u00866,s000081,0.469166100025177,2,a00036,classical
u00866,s000070,0.4545283317565918,3,a00140,classical
u00866,s000094,0.3738386631011963,4,a00150,pop
u00866,s000170,0.34870821237564087,5,a00061,latin
u00866,s000258,0.324923574924469,6,a00118,latin
u00866,s000163,0.31544381380081177,7,a00048,edm
u00866,s000329,0.2895810604095459,8,a00053,classical
u00866,s000029,0.2821334898471832,9,a00096,classical
u00866,s000418,0.26459646224975586,10,a00134,classical
u00933,s000469,0.5382791757583618,1,a00095,rock
u00933,s000055,0.5315523147583008,2,a00026,classical
u00933,s000035,0.4925999939441681,3,a00108,pop
u00933,s000103,0.41620969772338867,4,a00056,rock
u00933,s000259,0.38341832160949707,5,a00139,jazz
u00933,s000046,0.38063961267471313,6,a00172,jazz
u00933,s000043,0.3732629418373108,7,a00046,rock
u00933,s000129,0.3478538990020752,8,a00090,pop
u00933,s000339,0.34480905532836914,9,a00010,edm
u00933,s000497,0.33819907903671265,10,a00152,latin
u00837,s000010,0.8319253921508789,1,a00110,classical
u00837,s000418,0.5725215077400208,2,a00134,classical
u00837,s000377,0.4831226170063019,3,a00101,classical
u00837,s000065,0.446466326713562,4,a00046,jazz
u00837,s000204,0.37648701667785645,5,a00054,classical
u00837,s000369,0.37446656823158264,6,a00041,pop
u00837,s000451,0.34227320551872253,7,a00003,classical
u00837,s000409,0.3297615051269531,8,a00046,pop
u00837,s000164,0.32168281078338623,9,a00070,classical
u00837,s000298,0.3122982680797577,10,a00099,classical
u00969,s000366,0.9004257321357727,1,a00060,jazz
u00969,s000017,0.620960533618927,2,a00184,jazz
u00969,s000034,0.5659843683242798,3,a00046,rock
u00969,s000233,0.5527520179748535,4,a00141,rock
u00969,s000292,0.5370784997940063,5,a00074,hip-hop
u00969,s000315,0.535699188709259,6,a00167,hip-hop
u00969,s000279,0.48028090596199036,7,a00008,hip-hop
u00969,s000229,0.4483703374862671,8,a00143,jazz
u00969,s000417,0.4128552973270416,9,a00085,indie
u00969,s000346,0.3945358991622925,10,a00053,jazz
u00312,s000309,0.6362459659576416,1,a00105,hip-hop
u00312,s000267,0.587285041809082,2,a00098,hip-hop
u00312,s000059,0.4958670139312744,3,a00073,hip-hop
u00312,s000229,0.4364588260650635,4,a00143,jazz
u00312,s000139,0.4185086488723755,5,a00198,rock
u00312,s000102,0.41045019030570984,6,a00181,hip-hop
u00312,s000491,0.40922871232032776,7,a00119,indie
u00312,s000008,0.4061400294303894,8,a00191,hip-hop
u00312,s000278,0.4033384323120117,9,a00013,classical
u00312,s000457,0.3743739724159241,10,a00169,hip-hop
u00915,s000369,0.6360034942626953,1,a00041,pop
u00915,s000104,0.5935819745063782,2,a00000,edm
u00915,s000205,0.5395810604095459,3,a00031,edm
u00915,s000360,0.4432292580604553,4,a00153,edm
u00915,s000287,0.4134711027145386,5,a00185,edm
u00915,s000484,0.38019630312919617,6,a00083,indie
u00915,s000000,0.3588060736656189,7,a00178,edm
u00915,s000467,0.3508334755897522,8,a00017,edm
u00915,s000167,0.3161499500274658,9,a00178,edm
u00915,s000122,0.31037330627441406,10,a00024,jazz
u00484,s000005,0.6414612531661987,1,a00178,classical
u00484,s000007,0.5912145376205444,2,a00041,classical
u00484,s000252,0.5301769971847534,3,a00046,latin
u00484,s000411,0.5089160203933716,4,a00009,pop
u00484,s000142,0.47259142994880676,5,a00087,latin
u00484,s000418,0.4663238525390625,6,a00134,classical
u00484,s000412,0.44156497716903687,7,a00015,classical
u00484,s000209,0.42103105783462524,8,a00007,classical
u00484,s000477,0.4177456796169281,9,a00015,latin
u00484,s000328,0.4117959141731262,10,a00129,edm
u00494,s000028,0.6082277297973633,1,a00073,classical
u00494,s000324,0.6039093732833862,2,a00189,classical
u00494,s000178,0.5802077054977417,3,a00167,indie
u00494,s000461,0.516541600227356,4,a00054,classical
u00494,s000459,0.5056127309799194,5,a00125,jazz
u00494,s000418,0.4575890302658081,6,a00134,classical
u00494,s000206,0.4070928692817688,7,a00177,classical
u00494,s000451,0.3813324272632599,8,a00003,classical
u00494,s000201,0.3790040612220764,9,a00161,pop
u00494,s000412,0.36175259947776794,10,a00015,classical
u00745,s000310,0.3681384325027466,1,a00085,jazz
u00745,s000214,0.36045628786087036,2,a00071,pop
u00745,s000386,0.34881120920181274,3,a00016,rock
u00745,s000414,0.3414836823940277,4,a00144,pop
u00745,s000194,0.3375050723552704,5,a00156,pop
u00745,s000315,0.3095725178718567,6,a00167,hip-hop
u00745,s000350,0.3037782609462738,7,a00151,hip-hop
u00745,s000022,0.302789568901062,8,a00195,pop
u00745,s000308,0.2945515215396881,9,a00116,rock
u00745,s000435,0.27186229825019836,10,a00013,pop
u00647,s000003,0.7473639249801636,1,a00066,rock
u00647,s000082,0.543402910232544,2,a00071,classical
u00647,s000181,0.49629127979278564,3,a00000,latin
u00647,s000398,0.4882742762565613,4,a00117,hip-hop
u00647,s000297,0.4612857401371002,5,a00041,rock
u00647,s000110,0.4506164789199829,6,a00142,rock
u00647,s000141,0.42386797070503235,7,a00197,rock
u00647,s000194,0.41237401962280273,8,a00156,pop
u00647,s000089,0.4106636047363281,9,a00050,pop
u00647,s000125,0.3833235502243042,10,a00037,latin
u00000,s000020,0.6462926268577576,1,a00182,indie
u00000,s000484,0.5734428763389587,2,a00083,indie
u00000,s000037,0.5335787534713745,3,a00183,indie
u00000,s000266,0.5034260749816895,4,a00171,indie
u00000,s000300,0.4547460079193115,5,a00165,indie
u00000,s000284,0.43832242488861084,6,a00021,indie
u00000,s000486,0.4327327311038971,7,a00064,indie
u00000,s000286,0.39866065979003906,8,a00153,pop
u00000,s000249,0.37730079889297485,9,a00081,hip-hop
u00000,s000236,0.37320125102996826,10,a00006,rock
u00703,s000333,0.6018754839897156,1,a00180,latin
u00703,s000461,0.5279613733291626,2,a00054,classical
u00703,s000474,0.4480743408203125,3,a00189,latin
u00703,s000475,0.4370574951171875,4,a00061,latin
u00703,s000328,0.4319302439689636,5,a00129,edm
u00703,s000470,0.411903977394104,6,a00122,classical
u00703,s000341,0.38766446709632874,7,a00010,latin
u00703,s000383,0.3695128858089447,8,a00186,hip-hop
u00703,s000428,0.3485895097255707,9,a00081,edm
u00703,s000424,0.33070915937423706,10,a00114,latin
u00481,s000015,0.6790112853050232,1,a00156,edm
u00481,s000025,0.5614750385284424,2,a00009,edm
u00481,s000097,0.2951136827468872,3,a00100,edm
u00481,s000140,0.26824989914894104,4,a00179,edm
u00481,s000393,0.2677450180053711,5,a00079,edm
u00481,s000363,0.25341370701789856,6,a00039,edm
